cells,patient_id,cell_type,treatment_group,Cohort,no.of.genes,no.of.reads
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_H11_S383_comb,Mel79,Mal,treatment.naive,Tirosh,4348,86530
CY88_3_G04_S652_comb,Mel88,Mal,post.treatment,Tirosh,7379,487052
CY89NEG_C04_S28_comb,Mel89,Mal,treatment.naive,Tirosh,6576,415005
Cy81_Bulk_CD45_E01_S145_comb,Mel81,Mal,treatment.naive,Tirosh,6558,475934
CY89CORE11_A10_S106_comb,Mel89,Mal,treatment.naive,Tirosh,5575,300755
CY88_5_H07_S763_comb,Mel88,Mal,post.treatment,Tirosh,6785,193536
cy79_p4_CD45_neg_PDL1_pos_A09_S393_comb,Mel79,Mal,treatment.naive,Tirosh,4298,245644
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_B11_S23_comb,Mel79,Mal,treatment.naive,Tirosh,4743,53224
CY88_3_F04_S640_comb,Mel88,Mal,post.treatment,Tirosh,6927,442541
CY89NEG_G11_S83_comb,Mel89,Mal,treatment.naive,Tirosh,5693,146674
CY88_5_G10_S754_comb,Mel88,Mal,post.treatment,Tirosh,5683,127302
CY88_5_C03_S699_comb,Mel88,Mal,post.treatment,Tirosh,4694,196390
cy78_CD45_neg_3_A10_S682_comb,Mel78,Mal,post.treatment,Tirosh,6695,295610
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_D04_S40_comb,Mel79,Mal,treatment.naive,Tirosh,6042,130379
cy79_p4_CD45_neg_PDL1_neg_F06_S1122_comb,Mel79,Mal,treatment.naive,Tirosh,4853,204983
cy78_CD45_neg_1_E09_S537_comb,Mel78,Mal,post.treatment,Tirosh,7863,260247
CY88_3_E11_S635_comb,Mel88,Mal,post.treatment,Tirosh,7450,467686
Cy80_II_CD45_C04_S892_comb,Mel80,Mal,treatment.naive,Tirosh,6839,254802
cy79_p4_CD45_neg_PDL1_neg_D02_S1094_comb,Mel79,Mal,treatment.naive,Tirosh,5644,109205
Cy81_Bulk_CD45_C11_S131_comb,Mel81,Mal,treatment.naive,Tirosh,6434,1112412
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_C02_S26_comb,Mel79,Mal,treatment.naive,Tirosh,6332,107849
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_D01_S133_comb,Mel79,Mal,treatment.naive,Tirosh,4388,33980
Cy71_CD45_B01_S493_comb,Mel71,Mal,treatment.naive,Tirosh,3943,130159
CY89COREQ1_A09_S297_comb,Mel89,Mal,treatment.naive,Tirosh,8032,620814
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_A09_S297_comb,Mel79,Mal,treatment.naive,Tirosh,4973,78730
Cy71_CD45_E09_S537_comb,Mel71,Mal,treatment.naive,Tirosh,6022,107093
cy81_FNA_CD45_neg_C06_S990_comb,Mel81,Mal,treatment.naive,Tirosh,7725,217709
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_H03_S183_comb,Mel79,Mal,treatment.naive,Tirosh,5533,83033
cy81_FNA_CD45_neg_H03_S1047_comb,Mel81,Mal,treatment.naive,Tirosh,2377,6227
Cy81_FNA_CD45_C07_S319_comb,Mel81,Mal,treatment.naive,Tirosh,7296,228027
cy78_CD45_neg_1_C04_S508_comb,Mel78,Mal,post.treatment,Tirosh,5768,105846
Cy80_II_CD45_B10_S886_comb,Mel80,Mal,treatment.naive,Tirosh,5574,155841
cy78_CD45_neg_3_A04_S676_comb,Mel78,Mal,post.treatment,Tirosh,7334,281997
Cy71_CD45_G12_S564_comb,Mel71,Mal,treatment.naive,Tirosh,3871,83996
cy78_CD45_neg_3_G12_S756_comb,Mel78,Mal,post.treatment,Tirosh,6766,488213
CY88_5_F10_S742_comb,Mel88,Mal,post.treatment,Tirosh,4708,113128
cy84_Primary_CD45_neg_D05_S1001_comb,Mel84,Mal,treatment.naive,Tirosh,6597,227763
cy79_p5_CD45_neg_PDL1_neg_G01_S841_comb,Mel79,Mal,treatment.naive,Tirosh,2823,185875
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_H05_S185_comb,Mel79,Mal,treatment.naive,Tirosh,3178,18197
cy79_p5_CD45_neg_PDL1_pos_B05_S689_comb,Mel79,Mal,treatment.naive,Tirosh,2768,16025
CY88_5_B09_S693_comb,Mel88,Mal,post.treatment,Tirosh,7309,388665
cy78_CD45_neg_3_E04_S724_comb,Mel78,Mal,post.treatment,Tirosh,7590,217336
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_F01_S61_comb,Mel79,Mal,treatment.naive,Tirosh,5627,95399
cy79_p5_CD45_neg_PDL1_pos_C07_S703_comb,Mel79,Mal,treatment.naive,Tirosh,5216,73282
cy79_p4_CD45_neg_PDL1_pos_C01_S409_comb,Mel79,Mal,treatment.naive,Tirosh,4302,286973
CY89FNAQ2_A09_S393_comb,Mel89,Mal,treatment.naive,Tirosh,8751,194821
CY88_3_G06_S654_comb,Mel88,Mal,post.treatment,Tirosh,6229,336459
cy78_CD45_neg_3_H09_S765_comb,Mel78,Mal,post.treatment,Tirosh,7533,246671
cy79_p4_CD45_neg_PDL1_pos_D10_S430_comb,Mel79,Mal,treatment.naive,Tirosh,4906,157128
cy81_Bulk_CD45_neg_E07_S151_comb,Mel81,Mal,treatment.naive,Tirosh,11432,602258
cy79_p5_CD45_neg_PDL1_pos_A10_S682_comb,Mel79,Mal,treatment.naive,Tirosh,3380,137905
CY88_3_B02_S590_comb,Mel88,Mal,post.treatment,Tirosh,8047,653855
cy79_p5_CD45_neg_PDL1_neg_D04_S808_comb,Mel79,Mal,treatment.naive,Tirosh,3409,51883
cy82_CD45_neg_2_B02_S206_comb,Mel82,Mal,treatment.naive,Tirosh,11993,611216
cy78_CD45_neg_2_C08_S608_comb,Mel78,Mal,post.treatment,Tirosh,4821,123488
cy79_p4_CD45_neg_PDL1_neg_G08_S1136_comb,Mel79,Mal,treatment.naive,Tirosh,3631,116332
cy78_CD45_neg_3_D02_S710_comb,Mel78,Mal,post.treatment,Tirosh,5613,227119
cy60_1_cd_45_neg_3_H07_S571_comb,Mel60,Mal,post.treatment,Tirosh,2144,72023
CY89FNAQ2_C11_S419_comb,Mel89,Mal,treatment.naive,Tirosh,8729,112449
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_D04_S328_comb,Mel79,Mal,treatment.naive,Tirosh,2906,36601
CY88_5_F08_S740_comb,Mel88,Mal,post.treatment,Tirosh,5195,296689
Cy71_CD45_H07_S571_comb,Mel71,Mal,treatment.naive,Tirosh,3557,84550
cy79_p3_CD45_neg_PDL1_neg_A07_S199_comb,Mel79,Mal,treatment.naive,Tirosh,2772,27054
CY88_3_H12_S672_comb,Mel88,Mal,post.treatment,Tirosh,11399,348950
CY88_3_D06_S618_comb,Mel88,Mal,post.treatment,Tirosh,8110,515723
cy79_p5_CD45_neg_PDL1_neg_B04_S784_comb,Mel79,Mal,treatment.naive,Tirosh,4100,95079
Cy71_CD45_A04_S484_comb,Mel71,Mal,treatment.naive,Tirosh,4514,151475
CY88CD45_150813_F03_S351_comb,Mel88,Mal,post.treatment,Tirosh,2809,96477
CY88_5_F12_S744_comb,Mel88,Mal,post.treatment,Tirosh,6458,315267
cy79_p4_CD45_neg_PDL1_neg_G01_S1129_comb,Mel79,Mal,treatment.naive,Tirosh,3197,133440
Cy71_CD45_D04_S520_comb,Mel71,Mal,treatment.naive,Tirosh,3384,80453
cy80_CD45_neg_B05_S881_comb,Mel80,Mal,treatment.naive,Tirosh,2423,18996
CY89FNAQ2_D04_S424_comb,Mel89,Mal,treatment.naive,Tirosh,9425,140418
cy78_CD45_neg_3_B03_S687_comb,Mel78,Mal,post.treatment,Tirosh,4945,132459
cy80_CD45_neg_G02_S458_comb,Mel80,Mal,treatment.naive,Tirosh,11207,327214
CY84_PRIM_POS_ALL_7_F02_S254_comb,Mel84,Mal,treatment.naive,Tirosh,8371,72421
cy81_Bulk_CD45_neg_G02_S170_comb,Mel81,Mal,treatment.naive,Tirosh,2530,177261
CY89FNAQ2_A03_S387_comb,Mel89,Mal,treatment.naive,Tirosh,10452,192370
CY88_3_E09_S633_comb,Mel88,Mal,post.treatment,Tirosh,4078,130793
cy78_CD45_neg_2_B11_S599_comb,Mel78,Mal,post.treatment,Tirosh,3034,23448
Cy71_CD45_B04_S496_comb,Mel71,Mal,treatment.naive,Tirosh,4348,142905
cy78_CD45_neg_3_A06_S678_comb,Mel78,Mal,post.treatment,Tirosh,5085,212307
CY89CORE11_E07_S151_comb,Mel89,Mal,treatment.naive,Tirosh,2300,77653
cy79_p5_CD45_neg_PDL1_pos_A05_S677_comb,Mel79,Mal,treatment.naive,Tirosh,3070,55312
CY89NEG_D04_S40_comb,Mel89,Mal,treatment.naive,Tirosh,4822,176303
cy79_p4_CD45_neg_PDL1_neg_B07_S1075_comb,Mel79,Mal,treatment.naive,Tirosh,2260,327379
cy79_p3_CD45_neg_PDL1_neg_G06_S270_comb,Mel79,Mal,treatment.naive,Tirosh,4280,137739
cy79_p3_CD45_neg_PDL1_neg_H06_S282_comb,Mel79,Mal,treatment.naive,Tirosh,3705,301168
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A09_S9_comb,Mel79,Mal,treatment.naive,Tirosh,4411,85366
cy79_p4_CD45_neg_PDL1_pos_B08_S404_comb,Mel79,Mal,treatment.naive,Tirosh,5717,228093
Cy71_CD45_F02_S542_comb,Mel71,Mal,treatment.naive,Tirosh,3713,111507
CY88_5_H12_S768_comb,Mel88,Mal,post.treatment,Tirosh,12608,654133
cy79_p3_CD45_neg_PDL1_neg_E11_S251_comb,Mel79,Mal,treatment.naive,Tirosh,3705,182032
CY88_5_E01_S721_comb,Mel88,Mal,post.treatment,Tirosh,5984,249397
cy79_p5_CD45_neg_PDL1_pos_B03_S687_comb,Mel79,Mal,treatment.naive,Tirosh,3720,72011
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_E09_S57_comb,Mel79,Mal,treatment.naive,Tirosh,5742,339215
cy79_p5_CD45_neg_PDL1_neg_F04_S832_comb,Mel79,Mal,treatment.naive,Tirosh,4213,231747
cy82_CD45_neg_1_D01_S229_comb,Mel82,Mal,treatment.naive,Tirosh,2003,91158
Cy71_CD45_H12_S672_comb,Mel71,Mal,treatment.naive,Tirosh,3848,1671638
Cy81_Bulk_CD45_F07_S163_comb,Mel81,Mal,treatment.naive,Tirosh,3527,383011
cy82_CD45_neg_3_D03_S807_comb,Mel82,Mal,treatment.naive,Tirosh,1972,257528
cy60_1_cd_45_neg_1_D12_S240_comb,Mel60,Mal,post.treatment,Tirosh,4268,55440
CY84_PRIM_POS_ALL_6_H12_S480_comb,Mel84,Mal,treatment.naive,Tirosh,12319,334693
cy79_p3_CD45_neg_PDL1_neg_G08_S272_comb,Mel79,Mal,treatment.naive,Tirosh,3936,151232
cy78_CD45_neg_1_H12_S576_comb,Mel78,Mal,post.treatment,Tirosh,12069,318952
cy79_p5_CD45_neg_PDL1_neg_B12_S792_comb,Mel79,Mal,treatment.naive,Tirosh,3233,27078
Cy71_CD45_H03_S663_comb,Mel71,Mal,treatment.naive,Tirosh,2165,1491237
cy79_p3_CD45_neg_PDL1_neg_E06_S246_comb,Mel79,Mal,treatment.naive,Tirosh,4600,188778
CY88_3_C09_S609_comb,Mel88,Mal,post.treatment,Tirosh,3261,82865
cy78_CD45_neg_2_B07_S595_comb,Mel78,Mal,post.treatment,Tirosh,2490,6768
cy53_1_CD45_neg_G02_S362_comb,Mel53,Mal,treatment.naive,Tirosh,2014,153885
CY89FNAQ2_A11_S395_comb,Mel89,Mal,treatment.naive,Tirosh,8806,98429
CY89FNAQ2_C12_S420_comb,Mel89,Mal,treatment.naive,Tirosh,6109,52129
Cy71_CD45_G01_S553_comb,Mel71,Mal,treatment.naive,Tirosh,3015,56612
cy79_p4_CD45_neg_PDL1_neg_C06_S1086_comb,Mel79,Mal,treatment.naive,Tirosh,3325,108845
cy79_p3_CD45_neg_PDL1_neg_F10_S262_comb,Mel79,Mal,treatment.naive,Tirosh,4139,126648
CY88_5_H02_S758_comb,Mel88,Mal,post.treatment,Tirosh,7449,490947
cy79_p3_CD45_neg_PDL1_neg_E07_S247_comb,Mel79,Mal,treatment.naive,Tirosh,4572,140669
cy60_1_cd_45_neg_3_H01_S565_comb,Mel60,Mal,post.treatment,Tirosh,3527,95214
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_H12_S384_comb,Mel79,Mal,treatment.naive,Tirosh,11145,175804
CY88_3_C02_S602_comb,Mel88,Mal,post.treatment,Tirosh,8360,675169
cy79_p4_CD45_neg_PDL1_neg_C10_S1090_comb,Mel79,Mal,treatment.naive,Tirosh,2735,42632
cy79_p4_CD45_neg_PDL1_neg_F05_S1121_comb,Mel79,Mal,treatment.naive,Tirosh,3963,148374
CY89CORE11_E02_S146_comb,Mel89,Mal,treatment.naive,Tirosh,5736,311340
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_D03_S135_comb,Mel79,Mal,treatment.naive,Tirosh,3587,38023
cy80_CD_90_pos_C07_S895_comb,Mel80,Mal,treatment.naive,Tirosh,2271,56506
merck_cd45negcd90neg_PL3_S247,Mel194,Mal,post.treatment,New,1877,273303
merck_cd45negcd90neg_PL3_S270,Mel194,Mal,post.treatment,New,3295,572136
merck_cd45negcd90neg_PL3_S268,Mel194,Mal,post.treatment,New,7290,840140
merck_cd45negcd90neg_PL3_S241,Mel194,Mal,post.treatment,New,7644,1269350
merck_cd45negcd90neg_PL3_S195,Mel194,Mal,post.treatment,New,7084,461822
merck_cd45negcd90neg_PL3_S223,Mel194,Mal,post.treatment,New,6393,828166
merck_cd45negcd90neg_PL3_S245,Mel194,Mal,post.treatment,New,8735,648876
merck_cd45negcd90neg_PL3_S227,Mel194,Mal,post.treatment,New,1748,786425
merck_cd45negcd90neg_PL3_S221,Mel194,Mal,post.treatment,New,8399,936123
merck_cd45negcd90neg_PL3_S275,Mel194,Mal,post.treatment,New,1934,503679
merck_cd45negcd90neg_PL3_S232,Mel194,Mal,post.treatment,New,7047,1630202
merck_cd45negcd90neg_PL3_S250,Mel194,Mal,post.treatment,New,2360,1252595
merck_cd45negcd90neg_PL3_S278,Mel194,Mal,post.treatment,New,8390,1923234
merck_cd45negcd90neg_PL3_S238,Mel194,Mal,post.treatment,New,7503,1976999
merck_cd45negcd90neg_PL3_S236,Mel194,Mal,post.treatment,New,2308,1086457
merck_cd45negcd90neg_PL3_S231,Mel194,Mal,post.treatment,New,2000,270842
merck_cd45negcd90neg_PL3_S197,Mel194,Mal,post.treatment,New,2166,223411
merck_cd45negcd90neg_PL3_S277,Mel194,Mal,post.treatment,New,4439,1600082
merck_cd45negcd90neg_PL3_S202,Mel194,Mal,post.treatment,New,6795,1650056
merck_cd45negcd90neg_PL3_S204,Mel194,Mal,post.treatment,New,5097,1511320
merck_cd45negcd90neg_PL3_S213,Mel194,Mal,post.treatment,New,2467,359635
merck_cd45negcd90neg_PL3_S217,Mel194,Mal,post.treatment,New,8594,1645190
merck_cd45negcd90neg_PL3_S287,Mel194,Mal,post.treatment,New,2419,1204327
merck_cd45negcd90neg_PL3_S219,Mel194,Mal,post.treatment,New,3082,567282
merck_cd45negcd90neg_PL3_S243,Mel194,Mal,post.treatment,New,1981,356509
merck_cd45negcd90neg_PL3_S214,Mel194,Mal,post.treatment,New,7907,791319
merck_cd45negcd90neg_PL3_S260,Mel194,Mal,post.treatment,New,2408,908806
merck_cd45negcd90neg_PL3_S211,Mel194,Mal,post.treatment,New,6528,580729
merck_cd45negcd90neg_PL3_S276,Mel194,Mal,post.treatment,New,8708,1185264
merck_cd45negcd90neg_PL3_S205,Mel194,Mal,post.treatment,New,8217,1304775
merck_cd45negcd90neg_PL3_S240,Mel194,Mal,post.treatment,New,8627,1467163
merck_cd45negcd90neg_PL3_S248,Mel194,Mal,post.treatment,New,2380,851797
merck_cd45negcd90neg_PL3_S209,Mel194,Mal,post.treatment,New,2512,244222
merck_cd45negcd90neg_PL3_S252,Mel194,Mal,post.treatment,New,8270,1725289
merck_cd45negcd90neg_PL3_S198,Mel194,Mal,post.treatment,New,5831,743272
merck_cd45negcd90neg_PL3_S196,Mel194,Mal,post.treatment,New,2022,375405
merck_cd45negcd90neg_PL3_S208,Mel194,Mal,post.treatment,New,7586,960375
merck_cd45negcd90neg_PL3_S230,Mel194,Mal,post.treatment,New,9069,1712282
merck_cd45negcd90neg_PL3_S274,Mel194,Mal,post.treatment,New,2511,1000752
merck_cd45negcd90neg_PL3_S271,Mel194,Mal,post.treatment,New,2747,331854
merck_cd45negcd90neg_PL3_S255,Mel194,Mal,post.treatment,New,7838,840439
merck_cd45negcd90neg_PL3_S272,Mel194,Mal,post.treatment,New,4882,1106127
merck_cd45negcd90neg_PL3_S256,Mel194,Mal,post.treatment,New,2058,617341
merck_cd45negcd90neg_PL3_S253,Mel194,Mal,post.treatment,New,2848,951372
merck_cd45negcd90neg_PL3_S235,Mel194,Mal,post.treatment,New,1978,797780
merck_cd45negcd90neg_PL3_S218,Mel194,Mal,post.treatment,New,7891,1462340
merck_cd45negcd90neg_PL3_S193,Mel194,Mal,post.treatment,New,11148,1535463
merck_cd45negcd90neg_PL3_S207,Mel194,Mal,post.treatment,New,7015,506379
merck_cd45negcd90neg_PL3_S239,Mel194,Mal,post.treatment,New,7788,1572327
merck_cd45negcd90neg_PL3_S242,Mel194,Mal,post.treatment,New,2056,517303
Merck_CD45neg_EPCAMpos_pl4_S108,Mel194,Mal,post.treatment,New,7522,802984
Merck_CD45neg_EPCAMpos_pl4_S164,Mel194,Mal,post.treatment,New,6850,959141
Merck_CD45neg_EPCAMpos_pl4_S131,Mel194,Mal,post.treatment,New,2829,1204988
Merck_CD45neg_EPCAMpos_pl4_S168,Mel194,Mal,post.treatment,New,1998,954519
Merck_CD45neg_EPCAMpos_pl4_S127,Mel194,Mal,post.treatment,New,3431,1433210
Merck_CD45neg_EPCAMpos_pl4_S166,Mel194,Mal,post.treatment,New,7604,1195008
Merck_CD45neg_EPCAMpos_pl4_S137,Mel194,Mal,post.treatment,New,1731,518862
Merck_CD45neg_EPCAMpos_pl4_S157,Mel194,Mal,post.treatment,New,1828,1351960
Merck_CD45neg_EPCAMpos_pl4_S175,Mel194,Mal,post.treatment,New,2802,1332064
Merck_CD45neg_EPCAMpos_pl4_S124,Mel194,Mal,post.treatment,New,8041,966351
Merck_CD45neg_EPCAMpos_pl4_S107,Mel194,Mal,post.treatment,New,3052,981473
Merck_CD45neg_EPCAMpos_pl4_S177,Mel194,Mal,post.treatment,New,6897,871268
Merck_CD45neg_EPCAMpos_pl4_S171,Mel194,Mal,post.treatment,New,8313,1182191
Merck_CD45neg_EPCAMpos_pl4_S133,Mel194,Mal,post.treatment,New,9239,1346763
Merck_CD45neg_EPCAMpos_pl4_S185,Mel194,Mal,post.treatment,New,2163,423256
Merck_CD45neg_EPCAMpos_pl4_S128,Mel194,Mal,post.treatment,New,3252,1015627
Merck_CD45neg_EPCAMpos_pl4_S140,Mel194,Mal,post.treatment,New,2310,1009768
Merck_CD45neg_EPCAMpos_pl4_S145,Mel194,Mal,post.treatment,New,3785,1610902
Merck_CD45neg_EPCAMpos_pl4_S123,Mel194,Mal,post.treatment,New,2723,897891
Merck_CD45neg_EPCAMpos_pl4_S190,Mel194,Mal,post.treatment,New,7720,1355170
Merck_CD45neg_EPCAMpos_pl4_S97,Mel194,Mal,post.treatment,New,10085,602161
Merck_CD45neg_EPCAMpos_pl4_S176,Mel194,Mal,post.treatment,New,7170,1224655
Merck_CD45neg_EPCAMpos_pl4_S188,Mel194,Mal,post.treatment,New,3063,1611533
Merck_CD45neg_EPCAMpos_pl4_S138,Mel194,Mal,post.treatment,New,2694,1021046
Merck_CD45neg_EPCAMpos_pl4_S170,Mel194,Mal,post.treatment,New,3357,1521343
Merck_CD45neg_EPCAMpos_pl4_S132,Mel194,Mal,post.treatment,New,2813,1004832
Merck_CD45neg_EPCAMpos_pl4_S119,Mel194,Mal,post.treatment,New,8974,839948
Merck_CD45neg_EPCAMpos_pl4_S162,Mel194,Mal,post.treatment,New,7781,973778
Merck_CD45neg_EPCAMpos_pl4_S142,Mel194,Mal,post.treatment,New,7801,1102231
Merck_CD45neg_EPCAMpos_pl4_S187,Mel194,Mal,post.treatment,New,6942,1348888
Merck_CD45neg_EPCAMpos_pl4_S143,Mel194,Mal,post.treatment,New,7817,1135946
Merck_CD45neg_EPCAMpos_pl4_S172,Mel194,Mal,post.treatment,New,2820,641077
Merck_CD45neg_EPCAMpos_pl4_S181,Mel194,Mal,post.treatment,New,2650,1329294
Merck_CD45neg_EPCAMpos_pl4_S101,Mel194,Mal,post.treatment,New,7613,757952
Merck_CD45neg_EPCAMpos_pl4_S103,Mel194,Mal,post.treatment,New,2664,883667
Merck_CD45neg_EPCAMpos_pl4_S149,Mel194,Mal,post.treatment,New,3435,769816
Merck_CD45neg_EPCAMpos_pl4_S139,Mel194,Mal,post.treatment,New,3184,871362
Merck_CD45neg_EPCAMpos_pl4_S165,Mel194,Mal,post.treatment,New,2969,1540025
Merck_CD45neg_EPCAMpos_pl4_S184,Mel194,Mal,post.treatment,New,7200,632993
Merck_CD45neg_EPCAMpos_pl4_S106,Mel194,Mal,post.treatment,New,2812,1228577
Merck_CD45neg_EPCAMpos_pl4_S158,Mel194,Mal,post.treatment,New,7382,2061878
Merck_CD45neg_EPCAMpos_pl4_S144,Mel194,Mal,post.treatment,New,7890,1400602
Merck_CD45neg_EPCAMpos_pl4_S121,Mel194,Mal,post.treatment,New,6673,857319
Merck_CD45neg_EPCAMpos_pl4_S173,Mel194,Mal,post.treatment,New,7265,609484
Merck_CD45neg_EPCAMpos_pl4_S178,Mel194,Mal,post.treatment,New,8766,933322
Merck_CD45neg_EPCAMpos_pl4_S161,Mel194,Mal,post.treatment,New,1977,525930
cy102_CD45neg_CD90neg_S94,Mel102,Mal,post.treatment,New,7902,1110351
cy102_CD45neg_CD90neg_S2,Mel102,Mal,post.treatment,New,6424,680212
cy102_CD45neg_CD90neg_S6,Mel102,Mal,post.treatment,New,5378,475137
cy110_CD45neg_CD90neg_S221,Mel110,Mal,post.treatment,New,4294,1734518
cy110_CD45neg_CD90neg_S251,Mel110,Mal,post.treatment,New,9440,1885991
cy103_CD45neg_CD90neg_S104,Mel103,Mal,treatment.naive,New,5963,478609
cy102_CD45neg_CD90neg_S27,Mel102,Mal,post.treatment,New,6860,821821
cy110_CD45neg_CD90neg_S201,Mel110,Mal,post.treatment,New,4976,735036
cy103_CD45neg_CD90neg_S106,Mel103,Mal,treatment.naive,New,6759,478023
cy110_CD45neg_CD90neg_S206,Mel110,Mal,post.treatment,New,4574,1875944
cy103_CD45neg_CD90neg_S149,Mel103,Mal,treatment.naive,New,5383,428683
cy103_CD45neg_CD90neg_S131,Mel103,Mal,treatment.naive,New,5773,683635
cy102_CD45neg_CD90neg_S82,Mel102,Mal,post.treatment,New,7076,782229
cy103_CD45neg_CD90neg_S116,Mel103,Mal,treatment.naive,New,5903,639171
cy103_CD45neg_CD90neg_S126,Mel103,Mal,treatment.naive,New,2614,454910
cy102_CD45neg_CD90neg_S33,Mel102,Mal,post.treatment,New,6962,760598
cy102_CD45neg_CD90neg_S51,Mel102,Mal,post.treatment,New,3894,385051
cy102_CD45neg_CD90neg_S22,Mel102,Mal,post.treatment,New,7642,771846
cy103_CD45neg_CD90neg_S169,Mel103,Mal,treatment.naive,New,5420,777563
cy102_CD45neg_CD90neg_S91,Mel102,Mal,post.treatment,New,8092,1189081
cy112_CD45neg_CD90neg_S323,Mel112,Mal,treatment.naive,New,2307,2436042
cy103_CD45neg_CD90neg_S108,Mel103,Mal,treatment.naive,New,3512,406565
cy102_CD45neg_CD90neg_S7,Mel102,Mal,post.treatment,New,7403,587382
cy103_CD45neg_CD90neg_S166,Mel103,Mal,treatment.naive,New,2393,294088
cy103_CD45neg_CD90neg_S164,Mel103,Mal,treatment.naive,New,6936,856230
cy110_CD45neg_CD90neg_S286,Mel110,Mal,post.treatment,New,2536,890686
cy102_CD45neg_CD90neg_S62,Mel102,Mal,post.treatment,New,6306,933374
cy110_CD45neg_CD90neg_S208,Mel110,Mal,post.treatment,New,10115,1699096
cy110_CD45neg_CD90neg_S256,Mel110,Mal,post.treatment,New,9792,2109643
cy103_CD45neg_CD90neg_S185,Mel103,Mal,treatment.naive,New,5815,674964
cy102_CD45neg_CD90neg_S93,Mel102,Mal,post.treatment,New,7916,904705
cy110_CD45neg_CD90neg_S266,Mel110,Mal,post.treatment,New,5367,819110
cy102_CD45neg_CD90neg_S80,Mel102,Mal,post.treatment,New,7186,873510
cy112_CD45neg_CD90neg_S340,Mel112,Mal,treatment.naive,New,3659,3552917
cy103_CD45neg_CD90neg_S160,Mel103,Mal,treatment.naive,New,6128,544683
cy103_CD45neg_CD90neg_S154,Mel103,Mal,treatment.naive,New,3558,801014
cy102_CD45neg_CD90neg_S75,Mel102,Mal,post.treatment,New,7488,932465
cy103_CD45neg_CD90neg_S139,Mel103,Mal,treatment.naive,New,6600,574220
cy103_CD45neg_CD90neg_S153,Mel103,Mal,treatment.naive,New,6616,603637
cy110_CD45neg_CD90neg_S249,Mel110,Mal,post.treatment,New,9396,1683781
cy110_CD45neg_CD90neg_S248,Mel110,Mal,post.treatment,New,10343,1577247
cy110_CD45neg_CD90neg_S200,Mel110,Mal,post.treatment,New,4857,886347
cy102_CD45neg_CD90neg_S55,Mel102,Mal,post.treatment,New,7396,669028
cy103_CD45neg_CD90neg_S182,Mel103,Mal,treatment.naive,New,5088,643822
cy102_CD45neg_CD90neg_S11,Mel102,Mal,post.treatment,New,7853,675977
cy110_CD45neg_CD90neg_S241,Mel110,Mal,post.treatment,New,10481,2524977
cy102_CD45neg_CD90neg_S4,Mel102,Mal,post.treatment,New,6264,630178
cy103_CD45neg_CD90neg_S133,Mel103,Mal,treatment.naive,New,6968,1219761
cy110_CD45neg_CD90neg_S229,Mel110,Mal,post.treatment,New,10437,1415071
cy103_CD45neg_CD90neg_S138,Mel103,Mal,treatment.naive,New,2117,128864
cy102_CD45neg_CD90neg_S74,Mel102,Mal,post.treatment,New,7035,675391
cy102_CD45neg_CD90neg_S73,Mel102,Mal,post.treatment,New,4522,873192
cy102_CD45neg_CD90neg_S34,Mel102,Mal,post.treatment,New,7641,858290
cy102_CD45neg_CD90neg_S24,Mel102,Mal,post.treatment,New,8420,941342
cy103_CD45neg_CD90neg_S161,Mel103,Mal,treatment.naive,New,6859,960719
cy103_CD45neg_CD90neg_S125,Mel103,Mal,treatment.naive,New,6682,646351
cy103_CD45neg_CD90neg_S141,Mel103,Mal,treatment.naive,New,5734,769153
cy110_CD45neg_CD90neg_S238,Mel110,Mal,post.treatment,New,11351,1793881
cy110_CD45neg_CD90neg_S209,Mel110,Mal,post.treatment,New,8113,1378565
cy103_CD45neg_CD90neg_S150,Mel103,Mal,treatment.naive,New,11642,1259747
cy102_CD45neg_CD90neg_S20,Mel102,Mal,post.treatment,New,4361,513457
cy102_CD45neg_CD90neg_S29,Mel102,Mal,post.treatment,New,5117,1017173
cy110_CD45neg_CD90neg_S193,Mel110,Mal,post.treatment,New,7511,1076112
cy102_CD45neg_CD90neg_S35,Mel102,Mal,post.treatment,New,7500,744310
cy103_CD45neg_CD90neg_S123,Mel103,Mal,treatment.naive,New,5739,518665
cy102_CD45neg_CD90neg_S9,Mel102,Mal,post.treatment,New,4382,462563
cy103_CD45neg_CD90neg_S173,Mel103,Mal,treatment.naive,New,6551,1129251
cy112_CD45neg_CD90neg_S310,Mel112,Mal,treatment.naive,New,1743,1619870
cy102_CD45neg_CD90neg_S81,Mel102,Mal,post.treatment,New,6890,780511
